Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion,student_id
"Daisetsuzan National Park is a huge area of mountains, volcanoes, and open wild land in the middle of Hokkaido. I would choose this place because it gives me quiet space, fresh air, and a chance to see strong natural landscapes up close.",Japan,Cloudy,Afternoon,Spring,Hiking,Adventure,1220214
"Neuschwanstein Castle is a big castle  in Bavaria, with towers that look like they came from a fantasy world. I would choose this place because it feels like stepping into an adventure, with dramatic views and a castle that looks built for epic stories.",Germany,Cloudy,Afternoon,Spring,None,Adventure,1220214
"Oia in Santorini is famous for its whitewashed houses, blue-domed churches, and cliffside views of the Aegean Sea. I choose it because the architecture and landscape together create a visually iconic coastal scene.",Greece,Sunny,Afternoon,Summer,None,Adventure,1220214
"Iguazu Falls is a scenic waterfall in a lush setting; I choose to visit for its natural beauty, serenity, and opportunities for hiking and photography.",Brazil,Sunny,Afternoon,Summer,None,Adventure,1220214
FC Barcelona Stadium (Camp Nou),Spain,Sunny,Morning,Summer,None,Happiness,1220216
Louvre Musuem,France,Cloudy,Evening,Not Clear,Sightseeing,Curiosity,1220216
Bunkers Del Carmel,Spain,Not Clear,Evening,Summer,Sightseeing,Adventure,1220216
Casa Batllo,Spain,Cloudy,Afternoon,Spring,Sightseeing,Nostalgia,1220216
Cathedral of Barcelona,Spain,Cloudy,Afternoon,Spring,Sightseeing,Happiness,1220216
Sagrada Familia,Spain,Snowy,Afternoon,Winter,Sightseeing,Curiosity,1220216
Grand Canal,Italy,Sunny,Morning,Summer,Sailing,Adventure,1220216
Pyramids,Egypt,Sunny,Morning,Summer,Relaxing,Curiosity,1220216
Lake Como,Italy,Sunny,Morning,Summer,Sightseeing,Romance,1220216
Galata Tower,Turkey,Sunny,Evening,Summer,Sightseeing,Romance,1220216
Top view of Tokyo city showing modern and beautiful buildings with Fuji mountain.,Japan,Not Clear,Evening,Not Clear,Sightseeing,Excitement,1220251
View of a temple in top of Kyoto city with beautiful trees.,Japan,Sunny,Morning,Fall,Sightseeing,Nostalgia,1220251
Modern and beautiful buildings on a small island in Shanghai city.,China,Cloudy,Evening,Not clear,Sightseeing,Excitement,1220251
The green nature of Lucerne city and the traditional buildings.,Switzerland,Sunny,Afternoon,Spring,Sightseeing,Nostalgia,1220251
Penguins climbing snowy mountain in Antarctica.,Antarctica,Snowy,Afternoon,Winter,Hiking,Adventure,1220251
Beautiful aurora above a snowy mountain in Iceland.,Iceland,Snowy,Evening,Winter,Relaxing,Adventure,1220251
Wide view of New York city showing the central park surrounded by so many buildings.,USA,Sunny,Morning,Summer,Sightseeing,Curiosity,1220251
Beautiful view of the modern and famous buildings of Singapore with lakes and ocean.,Singapore,Sunny,Morning,Summer,Sightseeing,Happiness,1220251
View of the most famous building of Moscow city with snow.,Russia,Snowy,Afternoon,Winter,Sightseeing,Nostalgia,1220251
Beautiful of view of an island in the Maldives with many green trees and fresh blue water of the ocean with many huts.,Maldives,Sunny,Morning,Summer,Relaxing,Adventure,1220251
Walking through the endless vermilion torii gates of Fushimi Inari Shrine.,Japan,Sunny,Morning,Spring,Hiking,Curiosity,1220280
Iconic blue-domed church overlooking the caldera and sea.,Greece,Sunny,Afternoon,Summer,Sightseeing,Romance,1220280
Aerial view of the ancient Incan citadel of Machu Picchu surrounded by mountains.,Peru,Cloudy,Morning,Spring,Hiking,Adventure,1220280
Moraine Lake with turquoise waters reflecting the snow-capped Valley of the Ten Peaks.,Canada,Sunny,Afternoon,Summer,Sightseeing,Happiness,1220280
The Treasury (Al-Khazneh) carved into the red sandstone cliff face.,Jordan,Sunny,Afternoon,Fall,Sightseeing,Curiosity,1220280
Bright neon lights and bustling crowds in Times Square at night.,USA,Not Clear,Evening,Winter,Sightseeing,Excitement,1220280
Aerial view of a pristine white sand beach and turquoise lagoon.,Maldives,Sunny,Afternoon,Spring,Relaxing,Happiness,1220280
The Taj Mahal mausoleum captured at sunrise with dramatic clouds.,India,Cloudy,Morning,Not Clear,Sightseeing,Nostalgia,1220280
"Paris at sunset with the Eiffel Tower illuminated against a golden sky. The City of Light embodies romance, culture, and timeless elegance.",France,Sunny,Evening,Spring,Sightseeing,Romance,1220280
The Aurora Borealis (Northern Lights) illuminating the night sky over a mountain.,Iceland,Not Clear,Evening,Winter,Sightseeing,Excitement,1220280
The image shows the massive Niagara Falls with powerful flowing water. I chose this place because I want to see its breathtaking natural beauty in real life.,Canada,Sunny,Afternoon,Summer,Sightseeing,Excitement,1220438
The image shows Barcelona�s colorful cityscape and unique architecture. I chose this place because I love its artistic style and vibrant atmosphere.,Spain,Sunny,Evening,Summer,Sightseeing,Happiness,1220438
The image shows Doha�s modern skyline with bright city lights. I chose this place because I�m interested in its rapid development and Gulf culture.,Qatar,Sunny,Evening,Summer,City exploration,Curiosity,1220438
The image shows Tokyo�s busy streets and glowing buildings at night. I chose this place because I want to experience its mix of tradition and advanced technology.,Japan,Not Clear,Evening,Spring,Urban exploring,Excitement,1220438
The image shows Rio�s beaches and mountains under sunny weather. I chose this place because it looks exciting and full of natural beauty.,Brazil,Sunny,Afternoon,Summer,Sightseeing,Adventure,1220438
The image shows the historic Colosseum in Rome. I chose this place because I want to explore its ancient history and famous landmarks.,Italy,Sunny,Morning,Spring,History tour,Curiosity,1220438
The image shows Dubai�s tall skyscrapers and futuristic skyline. I chose this place because its modern design and desert views really inspire me.,United Arab Emirates,Sunny,Evening,Summer,Sightseeing,Excitement,1220438
The image shows New York�s skyline at dusk with bright city lights. I chose this place because I want to feel the energy of this iconic city.,USA,Sunny,Evening,Fall,Urban life,Adventure,1220438
"The image shows the Eiffel Tower on a clear day. I chose this place because Paris is known for its beauty, romance, and cultural charm.",France,Sunny,Afternoon,Spring,Relaxing,Romance,1220438
The image shows Berlin�s historic buildings and wide parks. I chose this place because I�m interested in its history and modern culture.,Germany,Cloudy,Morning,Summer,City tour,Curiosity,1220438
Iconic cityscape of NYC,United States of America,Sunny,Afternoon,Summer,Sightseeing,Excitement,1220439
Natural landscape,Ireland,Cloudy,Afternoon,Fall,Hiking,Adventure,1220439
Classic view of the Eiffel Tower,France,Sunny,Afternoon,Summer,Sightseeing,Romance,1220439
Iconic skyline with skyscrapers,United Arab Emirates,Sunny,Evening,Not Clear,Relaxing,Happiness,1220439
Holy site,Saudi Arabia,Not Clear,Evening,Not Clear,Relaxing,Nostalgia,1220439
classic cultural and natural view,Japan,Sunny,Morning,Spring,Sightseeing,Happiness,1220439
Historic castle of Edinburgh,Scotland,Cloudy,Evening,Fall,Sightseeing,Curiosity,1220439
Northern lights,Iceland,Snowy,Evening,Winter,Relaxing,Curiosity,1220439
Holy site,Palestine,Snowy,Afternoon,Winter,Sightseeing,Nostalgia,1220439
Famous ancient landmarks,England,Cloudy,Morning,Spring,Hiking,Curiosity,1220439
"The golden Dome of the Rock illuminated at night with thousands of worshippers gathered for prayer, a place I dream of visiting because it represents my cultural heritage and spiritual connection.",Palestine,Cloudy,Evening,Not clear,Praying,Nostalgia,1220447
"A beautiful snowy ski resort in Quebec with colorful buildings and people skiing down the slopes, I chose this because I want to experience winter sports in a charming European-style village.",Canada,Snowy,Afternoon,Winter,Skating,Excitement,1220447
"A stunning tropical beach in Bali with turquoise waters and cliffside villas surrounded by lush greenery, I selected this destination to experience the perfect blend of relaxation and natural beauty.",Indonesia,Sunny,Afternoon,Summer,Relaxing,Happiness,1220447
"The magnificent Treasury building carved into rose-red sandstone cliffs in ancient Petra, I want to visit this archaeological wonder to witness the incredible craftsmanship of the Nabataean civilization.",Jordan,Sunny,Morning,Spring,Sightseeing,Curiosity,1220447
"Hikers walking along a scenic trail beside a turquoise lake with dramatic mountain peaks in Patagonia, I chose this location to challenge myself with an unforgettable adventure in one of the world's most remote wilderness areas.",Chile,Cloudy,Afternoon,Fall,Hiking,Adventure,1220447
"A herd of elephants roaming the African savanna with Mount Kilimanjaro in the background, I dream of visiting Kenya to witness wildlife in their natural habitat and experience the beauty of the African landscape.",Kenya,Cloudy,Afternoon,Summer,None,Adventure,1220447
"The stunning Ruyi Bridge with its unique curved design winding through lush green mountains in China, I selected this modern architectural marvel because it combines innovative engineering with breathtaking natural scenery.",China,Cloudy,Afternoon,Spring,Sightseeing,Curiosity,1220447
"The spectacular Iguazu Falls with massive cascading waterfalls surrounded by rainforest and turquoise waters, I want to experience the raw power and beauty of one of the world's largest waterfall systems.",Argentina,Sunny,Afternoon,Summer,None,Adventure,1220447
"A traditional Berber desert camp with colorful carpets set up on golden sand dunes during sunset, I chose Morocco to experience the tranquility of the desert and immerse myself in Berber culture under the stars.",Morocco,Sunny,Evening,Summer,Camping,Romance,1220447
"The iconic Sleeping Beauty Castle at Disneyland surrounded by pink cherry blossom trees, I want to visit this magical place to relive childhood memories and experience the joy and wonder of Disney's enchanting world.",United States,Cloudy,Afternoon,Spring,Sightseeing,Happiness,1220447
Mount Everest snowy mountain landscape,Nepal,Cold / Clear,Daytime,Winter,Hiking,Majestic,1220458
Swiss snowy village with wooden houses and mountains,Switzerland,Snowy,Morning,Winter,Sightseeing,Calm,1220458
Motorboat in Nesso on Lake Como with colorful lakeside houses,Italy (Lake Como),Sunny,Afternoon,Summer,Boating,Peaceful,1220458
View of Haifa harbor from Bahai Gardens,Palestine,Clear,Daytime,Spring,Sightseeing,Relaxed,1220458
The Pyramids of Giza with a camel in the desert,Egypt,Sunny,Daytime,Summer,Tourism,Adventurous,1220458
Blue-and-white boats docked on a calm Austrian lake,Austria,Clear / Sunny,Daytime,Summer,Relaxing / Boating,Peaceful,1220458
Canal view in Venice with boats and historic buildings,Italy,Clear / Sunny,Daytime,Not Clear,Sightseeing / Boat ride,Romantic,1220458
Fan wearing red-and-blue FC Barcelona top raising hand in stadium crowd,Spain,Clear / Sunny,Daytime,Not Clear,Football fan / Cheering,Excitement / Passion,1220458
People exploring ancient ruins in Athens — a glimpse of Greece's historic past,Greece,Clear / Sunny,Daytime,Not Clear,Sightseeing / Exploring ruins,Curiosity / Awe,1220458
Crowd around the Kaaba at sunset in Mecca — sacred pilgrimage site with many pilgrims gathered in devotion,Saudi Arabia,Clear / Sunny,Evening,Not Clear,Pilgrimage / Spiritual visit,Reverence / Awe,1220458
A stunning evening view of the Eiffel Tower beautifully lit up beside the Seine River. I chose this place because it's one of the most iconic landmarks in the world and a dream destination for its romantic atmosphere.,France,Clear,Evening,Fall,Sightseeing,Romance,1220481
